"product_id","product_name","profit_margin_percentage","profit_rank"
274,"Sony RX0 II Camera","0.62","34"
205,"Logitech G923 Racing Wheel","0.62","34"
135,"Canon EOS M50 Mark II","0.62","34"
326,"Unisex Beanie Hat","0.62","34"
189,"Sennheiser CX 400BT True Wireless","0.62","34"
39,"Dell XPS 13 Laptop","0.62","34"
509,"Kitchen Drawer Organizers","0.62","34"
258,"Sony XBR-65A8H OLED TV","0.62","34"
59,"Samsung Galaxy Note 20 Ultra","0.61","35"
448,"Dish Rack","0.61","35"
141,"Fitbit Versa 3","0.61","35"
194,"Microsoft Surface Book 3","0.61","35"
640,"Pet Odor Eliminator","0.61","35"
548,"Cat Scratching Post","0.61","35"
596,"Skateboard","0.61","35"
452,"Stand Mixer","0.61","35"
167,"Anker Soundcore Flare 2","0.61","35"
179,"Huawei MatePad Pro","0.61","35"
345,"Women's Overalls","0.61","35"
508,"Bread Box","0.61","35"
178,"Roku Ultra 2022","0.61","35"
573,"Hiking Backpack","0.61","35"
403,"Women's Wide Brim Hat","0.61","35"
296,"Canon EOS M50 Mark II Camera Kit","0.61","35"
1,"Apple AirPods 3rd Gen","0.61","35"
522,"Microwave Popcorn Popper","0.61","35"
247,"Bose Sleepbuds II","0.61","35"
284,"Razer BlackWidow V3 Gaming Keyboard","0.61","35"
404,"Men's Denim Jeans","0.61","35"
619,"Puzzle Mat","0.61","35"
649,"Electronic Drum Set","0.60","36"
103,"Sony A7 III Mirrorless Camera","0.60","36"
558,"Lego Building Blocks","0.60","36"
73,"Samsung Galaxy Z Flip 5","0.60","36"
482,"Adjustable Rolling Pin","0.60","36"
512,"Canister Set","0.60","36"
528,"Dishwashing Gloves","0.60","36"
267,"Google Pixel 6 Pro","0.60","36"
567,"Basketball","0.60","36"
30,"Apple Magic Trackpad","0.60","36"
145,"Western Digital My Book 8TB External HD","0.60","36"
226,"Bose Home Speaker 500","0.60","36"
377,"Men's Lightweight Jacket","0.60","36"
180,"Bose Noise Cancelling Headphones 700","0.60","36"
579,"Dog Bed","0.60","36"
292,"Sony A9 II Mirrorless Camera","0.59","37"
435,"Women's Wool Blend Dress","0.59","37"
713,"Skateboard Deck","0.59","37"
639,"Dog Agility Equipment","0.59","37"
165,"Google Nest Hub Max","0.59","37"
740,"Electronic Building Blocks","0.59","37"
552,"Dog Crate","0.59","37"
742,"Pet Exercise Wheel","0.59","37"
684,"Golf Bag","0.59","37"
278,"Canon EOS Rebel T7 DSLR Kit","0.59","37"
642,"Inflatable Pool","0.59","37"
53,"Dell Alienware m17 R5 Gaming Laptop","0.59","37"
655,"Exercise Resistance Bands","0.59","37"
688,"Sports Socks","0.59","37"
515,"Sifter","0.59","37"
361,"Unisex Messenger Bag","0.58","38"
700,"Dog Boots","0.58","38"
105,"Jabra Elite 75t Wireless Earbuds","0.58","38"
50,"Dell Inspiron 14 5000","0.58","38"
590,"Trampoline","0.58","38"
466,"Can Opener","0.58","38"
743,"Dog Toothpaste","0.58","38"
291,"Razer Naga Pro Wireless Gaming Mouse","0.58","38"
47,"Dell Inspiron 14 5000 Laptop","0.58","38"
467,"Measuring Cups and Spoons Set","0.58","38"
2,"Apple AirPods Max","0.58","38"
240,"Sony WH-H910N Wireless Headphones","0.58","38"
346,"Unisex Wallet","0.58","38"
202,"Sony WH-XB910N Wireless Headphones","0.58","38"
477,"Electric Wine Opener","0.58","38"
727,"Pet Odor Neutralizer","0.58","38"
237,"Sony A6600 Mirrorless Camera","0.58","38"
629,"Camping Lantern","0.57","39"
741,"Kid’s Yoga Mat","0.57","39"
327,"Men's Leather Belt","0.57","39"
726,"Dog Bed with Canopy","0.57","39"
249,"Lenovo ThinkPad X1 Yoga","0.57","39"
300,"Microsoft Surface Headphones","0.57","39"
328,"Women's Knit Sweater","0.57","39"
181,"DJI Mavic Air 2","0.57","39"
213,"Logitech MX Master 2S","0.57","39"
305,"HP Pavilion x360 14 Laptop","0.57","39"
677,"Child’s Tool Set","0.57","39"
370,"Women's Long Sleeve Shirt","0.57","39"
57,"Samsung 32-Inch Odyssey G7 Monitor","0.57","39"
557,"Teddy Bear","0.57","39"
42,"Dell UltraSharp U2720Q Monitor","0.57","39"
148,"iRobot Roomba 694 Robot Vacuum","0.57","39"
471,"Mixing Bowls with Lids","0.57","39"
614,"Remote Control Helicopter","0.57","39"
630,"CrossFit Gear","0.57","39"
651,"Frisbee","0.57","39"
381,"Unisex Tech Gloves","0.57","39"
575,"Fishing Rod","0.57","39"
337,"Men's Dress Shoes","0.56","40"
472,"Food Storage Containers","0.56","40"
524,"Kitchen Gadget Set","0.56","40"
344,"Men's Casual Loafers","0.56","40"
681,"Paddle Ball","0.56","40"
566,"Building Blocks","0.56","40"
682,"Sports Goggles","0.56","40"
334,"Men's Canvas Sneakers","0.56","40"
463,"Baking Sheet Set","0.56","40"
490,"Kitchen Timer","0.56","40"
235,"Anker PowerCore 10000 Portable Charger","0.56","40"
204,"Microsoft Xbox Series S","0.56","40"
493,"Trash Can with Lid","0.56","40"
372,"Men's Casual Vest","0.55","41"
140,"HP ENVY 13 Laptop","0.55","41"
198,"Logitech G Pro Wireless Gaming Mouse","0.55","41"
519,"Cooktop Burner","0.55","41"
311,"Unisex Denim Jacket","0.55","41"
732,"Dog Harness with Leash","0.55","41"
266,"Jabra Elite Active 75t","0.55","41"
312,"Men's Running Shoes","0.55","41"
680,"Play Tent","0.55","41"
142,"Bose QuietComfort Earbuds","0.55","41"
6,"Apple iMac 24-Inch","0.55","41"
3,"Apple AirPods Pro","0.55","41"
518,"Electric Egg Cooker","0.55","41"
69,"Samsung Galaxy Z Fold 5","0.55","41"
79,"Samsung Galaxy S22 Plus","0.55","41"
294,"HP Envy 32 All-in-One Desktop","0.55","41"
